Description of Emergency,Title of Emergency
DEERFIELD DR & MARTHA LN;  LOWER PROVIDENCE; Station 322; 2015-12-29 @ 11:51:53;,EMS: RESPIRATORY EMERGENCY
MAIN ST & E BRIDGE ST;  CHESTER COUNTY; Station EMS; 2015-12-29 @ 11:56:52;,EMS: EMS SPECIAL SERVICE
LIMEKILN PIKE & DILLON RD;  UPPER DUBLIN; Station 351; 2015-12-29 @ 12:03:33;,EMS: FALL VICTIM
CONDOR DR & CONDOR CIR; LOWER PROVIDENCE; 2015-12-29 @ 12:11:41-Station:STA53;,Fire: BUILDING FIRE
FORNANCE ST & GREEN ST; NORRISTOWN; 2015-12-29 @ 12:14:07-Station:STA27;,Fire: ELECTRICAL FIRE OUTSIDE
ANJOU CT & PEARTREE CIR;  FRANCONIA; Station 339; 2015-12-29 @ 12:14:58;,EMS: GENERAL WEAKNESS
GAME FARM RD & SMITH RD;  LOWER FREDERICK; Station 331; 2015-12-29 @ 12:15:57;,EMS: GENERAL WEAKNESS
E 5TH ST & MAIN ST; PENNSBURG; 2015-12-29 @ 12:14:12;,Traffic: VEHICLE ACCIDENT -
EGYPT RD & SCHOOL LN; WEST NORRITON; 2015-12-29 @ 12:14:47;,Traffic: VEHICLE ACCIDENT -
MARSHALL ST & STANBRIDGE ST;  NORRISTOWN; Station 308A; 2015-12-29 @ 12:20:40;,EMS: BACK PAINS/INJURY
COWPATH RD & POPLAR AVE;  HATFIELD TOWNSHIP; Station 345; 2015-12-29 @ 12:21:51;,EMS: SUBJECT IN PAIN
BETHLEHEM PIKE & SUNNYBROOK RD;  WHITEMARSH; Station 318; 2015-12-29 @ 12:35:49;,EMS: SYNCOPAL EPISODE
MAIN ST & OAK DR;  LOWER SALFORD; Station 344; 2015-12-29 @ 12:31:51;,EMS: RESPIRATORY EMERGENCY
EASTON RD & W COUNTY LINE RD; HORSHAM; 2015-12-29 @ 12:34:21;,Traffic: VEHICLE ACCIDENT -
BLACK WALNUT LN & SPRING MILL RD;  WHITEMARSH; Station 318; 2015-12-29 @ 12:45:14;,EMS: FALL VICTIM
OSBOURNE AVE & COLUMBIA AVE;  ABINGTON; Station 381; 2015-12-29 @ 12:44:36;,EMS: RESPIRATORY EMERGENCY
JOSHUA RD & STENTON AVE; WHITEMARSH; 2015-12-29 @ 12:43:00;,Traffic: ROAD OBSTRUCTION -
MANOR AVE & BRIARCLIFFE RD;  ABINGTON; Station 381; 2015-12-29 @ 12:49:50;,EMS: NAUSEA/VOMITING
W LANCASTER AVE;  LOWER MERION; Station 313; 2015-12-29 @ 12:48:44;,EMS: VEHICLE ACCIDENT
BETHLEHEM PIKE & TAYLOR RD; MONTGOMERY; 2015-12-29 @ 12:47:08-Station:STA18;,Fire: VEHICLE LEAKING FUEL
MAIN ST & W VINE ST;  HATFIELD BORO; Station 345; 2015-12-29 @ 12:47:51;,EMS: BACK PAINS/INJURY
PENLLYN BLUE BELL PIKE & STENTON AVE; WHITPAIN; 2015-12-29 @ 12:49:54;,Traffic: VEHICLE ACCIDENT -
W LANCASTER AVE & BOOTH LN; LOWER MERION; 2015-12-29 @ 12:47:19;,Traffic: VEHICLE ACCIDENT -
BETHLEHEM PIKE & TAYLOR RD; MONTGOMERY; 2015-12-29 @ 12:46:44;,Traffic: VEHICLE LEAKING FUEL -
CHELTENHAM AVE & 79TH AVE; CHELTENHAM; 2015-12-29 @ 12:54:41;,Traffic: VEHICLE ACCIDENT -
FARVIEW AVE & DEAD END; HATFIELD TOWNSHIP; 2015-12-29 @ 13:00:04-Station:STA17;,Fire: VEHICLE FIRE
GERMANTOWN PIKE & MAYFLOWER RD; WHITEMARSH; 2015-12-29 @ 12:59:12-Station:STA29;,Fire: FIRE ALARM
FARVIEW AVE & DEAD END; HATFIELD TOWNSHIP; 2015-12-29 @ 12:59:46;,Traffic: VEHICLE FIRE -
WELSH RD & NORRISTOWN RD; UPPER DUBLIN; 2015-12-29 @ 12:56:44;,Traffic: VEHICLE ACCIDENT -
AIRDALE RD & RR OVERPASS;  LOWER MERION; Station 313; 2015-12-29 @ 13:01:49;,EMS: VEHICLE ACCIDENT
PENNSYLVANIA TPKE & PHILMONT AVE UNDERPASS;  BUCKS COUNTY; Station 384; 2015-12-29 @ 13:04:43;,EMS: VEHICLE ACCIDENT
AIRDALE RD & RR OVERPASS; LOWER MERION; 2015-12-29 @ 13:02:15;,Traffic: VEHICLE ACCIDENT -
RT309 EXPY & WILLOW GROVE AVE OVERPASS; CHELTENHAM; 2015-12-29 @ 13:07:40;,Traffic: VEHICLE ACCIDENT -
PENNSYLVANIA TPKE & RAMP I276 EB TO RT1; BUCKS COUNTY; 2015-12-29 @ 13:09:23;,Traffic: VEHICLE ACCIDENT -
AIRDALE RD & MONTROSE AVE;  LOWER MERION; Station 313; 2015-12-29 @ 13:01:49;,EMS: VEHICLE ACCIDENT
EAGLEVILLE RD & MICHAEL LN; LOWER PROVIDENCE; 2015-12-29 @ 13:12:16;,Traffic: VEHICLE ACCIDENT -
AIRDALE RD & MONTROSE AVE; LOWER MERION; 2015-12-29 @ 13:02:15;,Traffic: VEHICLE ACCIDENT -
CONDOR DR & CONDOR CIR; LOWER PROVIDENCE; 2015-12-29 @ 13:20:26-Station:STA53;,Fire: FIRE INVESTIGATION
WELSH RD & VERNON CT; HATFIELD TOWNSHIP; 2015-12-29 @ 13:24:57;,Traffic: VEHICLE ACCIDENT -
N MAIN ST & E BROAD ST; SOUDERTON; 2015-12-29 @ 13:22:25;,Traffic: DISABLED VEHICLE -
W MAIN ST & E 3RD AVE; TRAPPE; 2015-12-29 @ 13:29:15;,Traffic: VEHICLE ACCIDENT -
PINE RD & ANDREW RD; LOWER MORELAND; 2015-12-29 @ 13:34:25-Station:STA8;,Fire: BUILDING FIRE
BARNDT RD & S SCHULTZ RD; SALFORD; 2015-12-29 @ 13:35:59-Station:STA72;,Fire: FIRE ALARM
LANCASTER AVE & HAVERFORD STATION RD; LOWER MERION; 2015-12-29 @ 13:43:12;,Traffic: DISABLED VEHICLE -
HUNTINGDON PIKE & WELSH RD; LOWER MORELAND; 2015-12-29 @ 13:44:21;,Traffic: VEHICLE ACCIDENT -
HUNTINGDON PIKE & WELSH RD; LOWER MORELAND; 2015-12-29 @ 13:48:47;,Traffic: VEHICLE ACCIDENT -
WILLOWBROOK DR & EGYPT RD; WEST NORRITON; 2015-12-29 @ 13:48:37;,Traffic: VEHICLE ACCIDENT -
JAMIE CIR & BROWNLIE RD;  UPPER MERION; Station 317; 2015-12-29 @ 13:58:04;,EMS: CVA/STROKE
BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2015-12-29 @ 13:59:04;,EMS: HEMORRHAGING
MONTGOMERY AVE & HAVERFORD AVE; NARBERTH; 2015-12-29 @ 14:00:52;,Traffic: VEHICLE ACCIDENT -
W MAIN ST & E 3RD AVE; TRAPPE; 2015-12-29 @ 14:01:29;,Traffic: VEHICLE ACCIDENT -
LANFAIR RD & DEWEY RD;  CHELTENHAM; Station 358; 2015-12-29 @ 14:08:29;,EMS: STABBING
SHANNON WAY & GALIE WAY;  LIMERICK; Station 325; 2015-12-29 @ 14:13:39;,EMS: BACK PAINS/INJURY
LINFIELD TRAPPE RD & WEAVER LN;  LIMERICK; Station 324A; 2015-12-29 @ 14:11:22;,EMS: RESPIRATORY EMERGENCY
HANOVER ST & W HOFFECKER RD; CHESTER COUNTY; 2015-12-29 @ 14:15:52;,Traffic: VEHICLE ACCIDENT -
NO LOCATION - NEIGHBORING COUNTY;  CHESTER COUNTY; Station EMS; 2015-12-29 @ 14:18:53;,EMS: VEHICLE ACCIDENT
DRESHER RD & GIBRALTAR RD; HORSHAM; 2015-12-29 @ 14:26:51;,Traffic: ROAD OBSTRUCTION -
ITHAN AVE & CURWEN RD; LOWER MERION; 2015-12-29 @ 14:27:31-Station:STA23;,Fire: FIRE INVESTIGATION
GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2015-12-29 @ 14:28:14;,EMS: DIABETIC EMERGENCY
CHATHAM CT & HIDDEN SPRINGS DR;  FRANCONIA; Station 339; 2015-12-29 @ 14:28:47;,EMS: GENERAL WEAKNESS
PARK AVE & WOODLAND AVE;  LOWER PROVIDENCE; Station 322A; 2015-12-29 @ 14:32:38;,EMS: HEMORRHAGING
SUMMIT ST & COLONIAL AVE;  FRANCONIA; Station 339; 2015-12-29 @ 14:36:31;,EMS: HEMORRHAGING
DEKALB PIKE & AVENEL BLVD; MONTGOMERY; 2015-12-29 @ 14:38:05-Station:STA18;,Fire: FIRE INVESTIGATION
DEKALB PIKE & KINGS CIR;  UPPER MERION; Station 317; 2015-12-29 @ 14:41:35;,EMS: RESPIRATORY EMERGENCY
CRESCENT AVE & WAGNER RD;  WHITEMARSH; Station 318; 2015-12-29 @ 14:45:28;,EMS: SYNCOPAL EPISODE
HUNTINGDON PIKE & SAN DIEGO AVE; ABINGTON; 2015-12-29 @ 14:44:22;,Traffic: DISABLED VEHICLE -
E LANCASTER AVE & CHURCH RD; LOWER MERION; 2015-12-29 @ 14:45:11;,Traffic: VEHICLE ACCIDENT -
MAPLE AVE & WOODROW AVE; ABINGTON; 2015-12-29 @ 14:53:27;,Traffic: ROAD OBSTRUCTION -
ROBBINS AVE & HUNTINGDON PIKE; ROCKLEDGE; 2015-12-29 @ 14:57:48;,Traffic: ROAD OBSTRUCTION -
DEKALB ST & E FORNANCE ST;  NORRISTOWN; Station 308A; 2015-12-29 @ 14:58:12;,EMS: CARDIAC EMERGENCY
WALNUT ST & DISCOVERY DR;  HATFIELD TOWNSHIP; Station 345; 2015-12-29 @ 14:59:02;,EMS: UNRESPONSIVE SUBJECT
YORK RD & SUMMIT AVE;  UPPER MORELAND; Station 381; 2015-12-29 @ 15:09:10;,EMS: UNRESPONSIVE SUBJECT
MAUGERS MILL RD & SCHWENK RD; UPPER POTTSGROVE; 2015-12-29 @ 15:09:35;,Traffic: DISABLED VEHICLE -
ACCOMAC RD & BENT RD; CHELTENHAM; 2015-12-29 @ 15:19:00;,Traffic: VEHICLE ACCIDENT -
HIGHLAND CT & ROSEBAY CT;  MONTGOMERY; Station 345A; 2015-12-29 @ 15:29:12;,EMS: CARDIAC EMERGENCY
TWIN SILO DR & MORRIS RD;  WHITPAIN; Station 385; 2015-12-29 @ 15:28:24;,EMS: RESPIRATORY EMERGENCY
DRESHER RD; HORSHAM; 2015-12-29 @ 15:27:09-Station:STA15;,Fire: UNKNOWN TYPE FIRE
RIDGE PIKE & N TOWNSHIP LINE RD;  LIMERICK; Station 324A; 2015-12-29 @ 15:34:31;,EMS: ABDOMINAL PAINS
FLORENCE AVE & WEST AVE;  JENKINTOWN; Station 382; 2015-12-29 @ 15:35:50;,EMS: HEAD INJURY
CHESTNUT ST & N WASHINGTON ST;  POTTSTOWN; Station 329; 2015-12-29 @ 15:33:57;,EMS: MATERNITY
5TH ST & JOHNSON ST;  POTTSTOWN; Station 329; 2015-12-29 @ 15:33:07;,EMS: UNCONSCIOUS SUBJECT
SUMMIT ST & COLONIAL AVE; FRANCONIA; 2015-12-29 @ 15:42:34-Station:STA74;,Fire: FIRE ALARM
10TH AVE & FREEDLEY ST; CONSHOHOCKEN; 2015-12-29 @ 15:43:58-Station:STA35;,Fire: FIRE INVESTIGATION
GRAVEL PIKE & ZIEGLERVILLE RD;  LOWER FREDERICK; Station 331; 2015-12-29 @ 15:48:31;,EMS: MEDICAL ALERT ALARM
ASHBOURNE RD & SPRING AVE;  CHELTENHAM; Station 358; 2015-12-29 @ 15:53:27;,EMS: MEDICAL ALERT ALARM
GULPH RD & KIRK AVE;  UPPER MERION; Station 317; 2015-12-29 @ 15:52:43;,EMS: FALL VICTIM
HORSHAM RD & DRESHER RD; HORSHAM; 2015-12-29 @ 15:52:56;,Traffic: VEHICLE ACCIDENT -
RT422  & AIRPORT RD OVERPASS; LIMERICK; 2015-12-29 @ 15:56:02;,Traffic: VEHICLE ACCIDENT -
MANATAWNY ST & STATE ST;  POTTSTOWN; Station 329; 2015-12-29 @ 15:57:31;,EMS: ASSAULT VICTIM
JOHNSON ST & YORKWAY PL;  JENKINTOWN; Station 382; 2015-12-29 @ 15:58:17;,EMS: HEAD INJURY
GERMANTOWN PIKE & WALTON RD; PLYMOUTH; 2015-12-29 @ 15:59:20-Station:STA44;,Fire: FIRE ALARM
RT422  & AIRPORT RD OVERPASS;  LIMERICK; Station 325; 2015-12-29 @ 16:02:29;,EMS: VEHICLE ACCIDENT
RT422  & AIRPORT RD OVERPASS; LIMERICK; 2015-12-29 @ 16:02:15-Station:STA54;,Fire: VEHICLE ACCIDENT
PETERSON WAY & FRIENDSHIP CIR;  HATFIELD TOWNSHIP; Station 345; 2015-12-29 @ 16:05:04;,EMS: OVERDOSE
COLUMBIA AVE & SUSQUEHANNA AVE; LANSDALE; 2015-12-29 @ 16:01:27-Station:STA14;,Fire: GAS-ODOR/LEAK
OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; Station 308; 2015-12-29 @ 16:10:37;,EMS: RESPIRATORY EMERGENCY
GRAVEL PIKE & RAHNS RD; PERKIOMEN; 2015-12-29 @ 16:11:59;,Traffic: VEHICLE ACCIDENT -
QUINARD CT & DEAD END;  UPPER DUBLIN; Station 351; 2015-12-29 @ 16:20:21;,EMS: HEMORRHAGING
RT422  & RAMP RT422 WB TO N LEWIS RD; LIMERICK; 2015-12-29 @ 16:20:12;,Traffic: VEHICLE ACCIDENT -
BRANDON RD & S SCHUYLKILL AVE;  WEST NORRITON; Station 308B; 2015-12-29 @ 16:26:17;,EMS: GENERAL WEAKNESS
JOSHUA RD & CEDAR GROVE RD;  WHITEMARSH; Station 318; 2015-12-29 @ 16:29:57;,EMS: RESPIRATORY EMERGENCY
PLYMOUTH AVE & EHRENPFORT AVE;  SPRINGFIELD; Station 311; 2015-12-29 @ 16:33:07;,EMS: GENERAL WEAKNESS
CHURCH RD & BENT RD;  CHELTENHAM; Station 358A; 2015-12-29 @ 16:37:17;,EMS: ABDOMINAL PAINS
SWAMP PIKE & ZIEGLER RD; LIMERICK; 2015-12-29 @ 16:41:08;,Traffic: DISABLED VEHICLE -
SCHUYLKILL EXPY & TRINITY LN UNDERPASS; UPPER MERION; 2015-12-29 @ 16:44:42;,Traffic: DISABLED VEHICLE -
DEKALB ST & E FORNANCE ST;  NORRISTOWN; Station 308A; 2015-12-29 @ 16:49:36;,EMS: RESPIRATORY EMERGENCY
LANCASTER AVE & E WYNNEWOOD RD; LOWER MERION; 2015-12-29 @ 16:47:20;,Traffic: VEHICLE ACCIDENT -
SKIPPACK PIKE & CATHCART RD; WHITPAIN; 2015-12-29 @ 16:55:24;,Traffic: DISABLED VEHICLE -
EASTON RD & FITZWATERTOWN RD; UPPER MORELAND; 2015-12-29 @ 16:53:51;,Traffic: VEHICLE ACCIDENT -
E 3RD AVE & W MAIN ST; TRAPPE; 2015-12-29 @ 16:57:26;,Traffic: VEHICLE ACCIDENT -
EASTON RD & ANDREA DR; UPPER MORELAND; 2015-12-29 @ 16:53:51;,Traffic: VEHICLE ACCIDENT -
CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; Station 329; 2015-12-29 @ 17:01:07;,EMS: BACK PAINS/INJURY
COUNTY LINE RD & LIMEKILN PIKE; MONTGOMERY; 2015-12-29 @ 17:07:56;,Traffic: DISABLED VEHICLE -
HORSHAM RD & PROGRESS DR;  HORSHAM; Station 352; 2015-12-29 @ 17:14:59;,EMS: HEAD INJURY
RAMP I76 EB TO MATSONFORD RD & MATSONFORD RD; WEST CONSHOHOCKEN; 2015-12-29 @ 17:12:30;,Traffic: VEHICLE ACCIDENT -
RT422 BYP WB & RT100 UNDERPASS; CHESTER COUNTY; 2015-12-29 @ 17:15:48;,Traffic: VEHICLE ACCIDENT -
EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2015-12-29 @ 17:19:02;,EMS: GENERAL WEAKNESS
HICKORY RD & W GERMANTOWN PIKE; PLYMOUTH; 2015-12-29 @ 17:19:06;,Traffic: VEHICLE ACCIDENT -
JILL RD & DALE RD;  UPPER DUBLIN; Station 381; 2015-12-29 @ 17:26:12;,EMS: BACK PAINS/INJURY
E SCHUYLKILL RD;  CHESTER COUNTY; Station 3A84; 2015-12-29 @ 17:29:17;,EMS: VEHICLE ACCIDENT
SUMNEYTOWN PIKE & CHURCH RD;  UPPER GWYNEDD; Station 345B; 2015-12-29 @ 17:30:41;,EMS: VEHICLE ACCIDENT
SUMNEYTOWN PIKE & CHURCH RD; UPPER GWYNEDD; 2015-12-29 @ 17:30:38;,Traffic: VEHICLE ACCIDENT -
E SCHUYLKILL RD & VAUGHN RD; CHESTER COUNTY; 2015-12-29 @ 17:29:01;,Traffic: VEHICLE ACCIDENT -
CHARLOTTE ST & MERVINE ST; UPPER POTTSGROVE; 2015-12-29 @ 17:34:44-Station:STA79;,Fire: FIRE ALARM
BIRCH DR & ASH LN; WHITEMARSH; 2015-12-29 @ 17:28:27;,Traffic: DISABLED VEHICLE -
DOYLESTOWN PIKE & COUNTY LINE RD; MONTGOMERY; 2015-12-29 @ 17:38:47;,Traffic: DISABLED VEHICLE -
BELMONT AVE & OLD BELMONT AVE; LOWER MERION; 2015-12-29 @ 17:36:40;,Traffic: VEHICLE ACCIDENT -
BELVOIR RD & SANDY HILL RD; PLYMOUTH; 2015-12-29 @ 17:37:15;,Traffic: VEHICLE ACCIDENT -
WELSH RD & DEKALB PIKE; MONTGOMERY; 2015-12-29 @ 17:38:17;,Traffic: VEHICLE ACCIDENT -
LAFAYETTE ST & PEARL ST;  NORRISTOWN; Station 308A; 2015-12-29 @ 17:45:55;,EMS: NAUSEA/VOMITING
STENTON AVE & CRICKET RD; WHITEMARSH; 2015-12-29 @ 17:42:37;,Traffic: VEHICLE ACCIDENT -
WELSH RD & DEKALB PIKE; MONTGOMERY; 2015-12-29 @ 17:41:21;,Traffic: VEHICLE ACCIDENT -
MORRIS RD & CONRAD AVE; UPPER GWYNEDD; 2015-12-29 @ 17:49:04;,Traffic: DISABLED VEHICLE -
E SCHUYLKILL RD & VAUGHN RD; CHESTER COUNTY; 2015-12-29 @ 17:49:23;,Traffic: VEHICLE ACCIDENT -
FLINTLOCK RD & POWDERHORN RD;  UPPER MERION; Station 317; 2015-12-29 @ 17:53:58;,EMS: ALLERGIC REACTION
MAPLE AVE & EASTON RD; HORSHAM; 2015-12-29 @ 17:55:20;,Traffic: VEHICLE ACCIDENT -
MARA DR & RITTER RD;  WHITPAIN; Station 385; 2015-12-29 @ 17:57:23;,EMS: FALL VICTIM
BLACK ROCK RD & REGENCY HILLS DR; UPPER PROVIDENCE; 2015-12-29 @ 17:58:56;,Traffic: VEHICLE ACCIDENT -
ARCOLA RD & S COLLEGEVILLE RD; UPPER PROVIDENCE; 2015-12-29 @ 18:03:23;,Traffic: VEHICLE ACCIDENT -
LINE LEXINGTON RD & REBECCA DR;  HATFIELD TOWNSHIP; Station 345; 2015-12-29 @ 18:20:36;,EMS: ALLERGIC REACTION
RED LION RD & MURRAY AVE;  LOWER MORELAND; Station 355; 2015-12-29 @ 18:19:04;,EMS: UNKNOWN MEDICAL EMERGENCY
GERYVILLE PIKE & E BUCK RD;  UPPER HANOVER; Station 369; 2015-12-29 @ 18:25:48;,EMS: CARDIAC EMERGENCY
EASTON RD & HOME DEPOT DR; UPPER MORELAND; 2015-12-29 @ 18:26:46;,Traffic: VEHICLE ACCIDENT -
MAIN ST & GODSHALL DR;  LOWER SALFORD; Station 344; 2015-12-29 @ 18:36:58;,EMS: ASSAULT VICTIM
FORT WASHINGTON AVE & HAWTHORNE LN;  UPPER DUBLIN; Station 351; 2015-12-29 @ 18:44:25;,EMS: SYNCOPAL EPISODE
S BROAD ST & E HANCOCK ST; LANSDALE; 2015-12-29 @ 18:44:24;,Traffic: HAZARDOUS ROAD CONDITIONS -
MAIN ST & E 9TH AVE;  COLLEGEVILLE; Station 324; 2015-12-29 @ 18:55:13;,EMS: FEVER
NORRISTOWN RD & WOODS LN; LOWER GWYNEDD; 2015-12-29 @ 18:56:58;,Traffic: DISABLED VEHICLE -
ASHBOURNE RD & SPRING AVE;  CHELTENHAM; Station 358; 2015-12-29 @ 19:05:21;,EMS: MEDICAL ALERT ALARM
WAMBOLD RD UNDERPASS & NE EXTENSION PENNSYLVANIA TPKE NB; LOWER SALFORD; 2015-12-29 @ 19:10:40;,Traffic: ROAD OBSTRUCTION -
WAMBOLD RD UNDERPASS & NE EXTENSION PENNSYLVANIA TPKE NB; LOWER SALFORD; 2015-12-29 @ 19:10:56;,Traffic: ROAD OBSTRUCTION -
PLEASANT RD & WOODBROOK LN;  PLYMOUTH; Station 308; 2015-12-29 @ 19:25:49;,EMS: HEAD INJURY
RIDGE PIKE & SUNNY BROOK RD; LIMERICK; 2015-12-29 @ 19:28:36-Station:STA54;,Fire: GAS-ODOR/LEAK
CLEMENS RD & YODER RD; LOWER SALFORD; 2015-12-29 @ 19:35:49;,Traffic: DISABLED VEHICLE -
GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; Station 308; 2015-12-29 @ 19:39:05;,EMS: FALL VICTIM
RIDGE PIKE & SUNNY BROOK RD;  LIMERICK; Station 324A; 2015-12-29 @ 19:44:13;,EMS: CARBON MONOXIDE DETECTOR
PENLLYN PIKE;  LOWER GWYNEDD; Station 351; 2015-12-29 @ 19:45:47;,EMS: VEHICLE ACCIDENT
PENLLYN PIKE & WISTER AVE; LOWER GWYNEDD; 2015-12-29 @ 19:46:29;,Traffic: VEHICLE ACCIDENT -
GIANT  ; COLLEGEVILLE; 2015-12-29 @ 19:50:05;,Traffic: DISABLED VEHICLE -
E BROAD ST & N MAIN ST; TELFORD; 2015-12-29 @ 19:53:19;,Traffic: DISABLED VEHICLE -
MAPLE AVE & PARK AVE;  LOWER SALFORD; Station 344; 2015-12-29 @ 19:51:25;,EMS: FALL VICTIM
TOWNSHIP LINE RD & MEETINGHOUSE RD; ABINGTON; 2015-12-29 @ 19:54:34;,Traffic: VEHICLE ACCIDENT -
BUSH ST & E 7TH ST;  BRIDGEPORT; Station 317; 2015-12-29 @ 19:59:31;,EMS: RESPIRATORY EMERGENCY
TOWNSHIP LINE RD;  ABINGTON; Station 382; 2015-12-29 @ 20:04:19;,EMS: VEHICLE ACCIDENT
N 54TH ST;  LOWER MERION; Station EMS; 2015-12-29 @ 20:06:11;,EMS: VEHICLE ACCIDENT
N 54TH ST & OLD LANCASTER RD; LOWER MERION; 2015-12-29 @ 20:08:38;,Traffic: VEHICLE ACCIDENT -
ARCH ST & WALNUT ST; EAST NORRITON; 2015-12-29 @ 20:15:39;,Traffic: VEHICLE ACCIDENT -
GILLINDER ST & DEAD END;  LANSDALE; Station 345; 2015-12-29 @ 20:21:11;,EMS: CARDIAC EMERGENCY
ARCH ST & WALNUT ST; LIMERICK; 2015-12-29 @ 20:15:39;,Traffic: VEHICLE ACCIDENT -
MAIN ST & ARCH ST; NORRISTOWN; 2015-12-29 @ 20:15:39;,Traffic: VEHICLE ACCIDENT -
CHARLOTTE ST & ORLANDO RD;  UPPER POTTSGROVE; Station 329; 2015-12-29 @ 20:33:13;,EMS: VEHICLE ACCIDENT
CHARLOTTE ST & ORLANDO RD; UPPER POTTSGROVE; 2015-12-29 @ 20:33:03-Station:STA79;,Fire: VEHICLE ACCIDENT
CHARLOTTE ST & ORLANDO RD; UPPER POTTSGROVE; 2015-12-29 @ 20:34:14;,Traffic: VEHICLE ACCIDENT -
EASTON RD & LAWNTON RD;  UPPER MORELAND; Station 381; 2015-12-29 @ 20:42:31;,EMS: CARDIAC EMERGENCY
CHARLOTTE ST & ORLANDO RD;  LOWER POTTSGROVE; Station 329; 2015-12-29 @ 20:33:13;,EMS: VEHICLE ACCIDENT
CHARLOTTE ST & ORLANDO RD; LOWER POTTSGROVE; 2015-12-29 @ 20:33:03-Station:STA79;,Fire: VEHICLE ACCIDENT
RIDGE PIKE & N PARK AVE; LOWER PROVIDENCE; 2015-12-29 @ 20:44:52;,Traffic: VEHICLE ACCIDENT -
CHARLOTTE ST & ORLANDO RD; LOWER POTTSGROVE; 2015-12-29 @ 20:34:14;,Traffic: VEHICLE ACCIDENT -
JEFFERSON AVE;  POTTSTOWN; Station 329; 2015-12-29 @ 20:46:57;,EMS: UNKNOWN MEDICAL EMERGENCY
BEECH  ; BRIDGEPORT; 2015-12-29 @ 20:50:49;,Traffic: DISABLED VEHICLE -
MONROE RD & MEETING HOUSE LN;  LOWER MERION; Station 313; 2015-12-29 @ 21:00:00;,EMS: DIABETIC EMERGENCY
EGYPT RD & WEDGEWOOD WAY; LOWER PROVIDENCE; 2015-12-29 @ 20:59:31;,Traffic: DISABLED VEHICLE -
CHESTNUT ST;  POTTSTOWN; Station 329; 2015-12-29 @ 20:46:57;,EMS: UNKNOWN MEDICAL EMERGENCY
BETHLEHEM PIKE & S BETHLEHEM PIKE; UPPER DUBLIN; 2015-12-29 @ 21:05:26;,Traffic: VEHICLE ACCIDENT -
LIMEKILN PIKE & RT309 EXPY SB;  CHELTENHAM; Station 358A; 2015-12-29 @ 21:10:57;,EMS: CVA/STROKE
WASHINGTON LN & W CHURCH RD;  CHELTENHAM; Station 358A; 2015-12-29 @ 21:11:49;,EMS: CARDIAC EMERGENCY
DEKALB PIKE & SKIPPACK PIKE; WHITPAIN; 2015-12-29 @ 21:16:04;,Traffic: VEHICLE ACCIDENT -
1ST AVE;  UPPER MERION; Station 317; 2015-12-29 @ 21:38:48;,EMS: VEHICLE ACCIDENT
MUNDOCK RD & SUSQUEHANNA RD;  UPPER DUBLIN; Station 351; 2015-12-29 @ 21:39:12;,EMS: FALL VICTIM
HANOVER ST & WEST ST;  POTTSTOWN; Station 329; 2015-12-29 @ 21:38:15;,EMS: HEAD INJURY
1ST AVE & N GULPH RD; UPPER MERION; 2015-12-29 @ 21:38:49;,Traffic: VEHICLE ACCIDENT -
RAMP MATSONFORD RD TO I476 NB & RAMP I76 TO I476 NB; WEST CONSHOHOCKEN; 2015-12-29 @ 21:42:10;,Traffic: DISABLED VEHICLE -
THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2015-12-29 @ 21:48:02;,EMS: BACK PAINS/INJURY
PERRY LN & DEAD END;  SKIPPACK; Station 336; 2015-12-29 @ 22:10:32;,EMS: CARDIAC EMERGENCY
W 5TH ST & N TOWAMENCIN AVE; LANSDALE; 2015-12-29 @ 22:17:58;,Traffic: DISABLED VEHICLE -
CHARLOTTE ST & MAPLEWOOD DR;  POTTSTOWN; Station 329; 2015-12-29 @ 22:26:39;,EMS: FALL VICTIM
MORELAND RD & MORELAND RD; UPPER MORELAND; 2015-12-29 @ 22:30:45;,Traffic: VEHICLE ACCIDENT -
MAIN ST & CHURCH ST;  PENNSBURG; Station 369; 2015-12-29 @ 22:32:53;,EMS: ABDOMINAL PAINS
WASHINGTON ST & DEAD END;  POTTSTOWN; Station 329; 2015-12-29 @ 22:41:29;,EMS: RESPIRATORY EMERGENCY
LANCASTER AVE & CLOVER HILL RD; LOWER MERION; 2015-12-29 @ 22:44:10;,Traffic: DISABLED VEHICLE -
MAIN ST & MAGAZINE RD; MARLBOROUGH; 2015-12-29 @ 22:53:05-Station:STA42;,Fire: FIRE ALARM
PLYMOUTH RD & RAMP I476 NB TO PLYMOUTH RD; PLYMOUTH; 2015-12-29 @ 22:53:34;,Traffic: DISABLED VEHICLE -
E BROAD ST & N MAIN ST; TELFORD; 2015-12-29 @ 22:54:12;,Traffic: VEHICLE ACCIDENT -
RT100 NB & RT422 OVERPASS; CHESTER COUNTY; 2015-12-29 @ 23:01:26;,Traffic: DISABLED VEHICLE -
